name,GISAID ID,country,travel history,sample date,epiweek,lineage,representative
Iceland/417/2020,EPI_ISL_424441,Iceland,,2020-03-19,12.0,B.2,0
Scotland/CVR44/2020,EPI_ISL_425772,UK,,2020-03-13,11.0,B.2,0
England/20134020504/2020,EPI_ISL_423110,UK,,2020-03-24,13.0,B.2.1,0
Iceland/416/2020,EPI_ISL_424440,Iceland,,2020-03-19,12.0,B.1.5.1,0
Scotland/CVR43/2020,EPI_ISL_425771,UK,,2020-03-13,11.0,B.2,0
Scotland/CVR42/2020,EPI_ISL_425770,UK,,2020-03-13,11.0,B.2.1,0
Jingzhou/HBCDC-HB-01/2020,EPI_ISL_412459,China,,2020-01-08,2.0,B,0
England/20134020004/2020,EPI_ISL_423108,UK,,2020-03-23,13.0,B.2.1,0
England/20134020104/2020,EPI_ISL_423109,UK,,2020-03-23,13.0,B.2.1,0
Iceland/415/2020,EPI_ISL_424439,Iceland,,2020-03-19,12.0,B.3,0
England/20134019804/2020,EPI_ISL_423106,UK,,2020-03-23,13.0,B.1.11,0
Iceland/414/2020,EPI_ISL_424438,Iceland,,2020-03-19,12.0,B.2,0
Scotland/CVR41/2020,EPI_ISL_425769,UK,,2020-03-13,11.0,B.1,0
England/20134019904/2020,EPI_ISL_423107,UK,,2020-03-23,13.0,B.1,0
Iceland/413/2020,EPI_ISL_424437,Iceland,,2020-03-19,12.0,B.2,0
Scotland/CVR40/2020,EPI_ISL_425768,UK,,2020-03-13,11.0,B.2,0
USA/MN46-MDH46/2020,EPI_ISL_417493,USA,,2020-03-13,11.0,B.1,0
USA/MN47-MDH47/2020,EPI_ISL_417494,USA,,2020-03-13,11.0,B.1,0
Italy/UnivPM1/2020,EPI_ISL_417491,Italy,,2020-03-03,10.0,B.1,0
USA/MN45-MDH45/2020,EPI_ISL_417492,USA,,2020-03-13,11.0,B.1,0
USA/MN52-MDH52/2020,EPI_ISL_417497,USA,,2020-03-13,11.0,B.1.26,0
USA/MN53-MDH53/2020,EPI_ISL_417498,USA,,2020-03-13,11.0,B.2.1,0
USA/MN48-MDH48/2020,EPI_ISL_417495,USA,,2020-03-13,11.0,B.1,0
USA/MN51-MDH51/2020,EPI_ISL_417496,USA,,2020-03-13,11.0,B.1,0
USA/MN55-MDH55/2020,EPI_ISL_417499,USA,,2020-03-13,11.0,B.1.3,0
Norway/1443/2020,EPI_ISL_417490,Norway,,2020-02-27,9.0,B,0
Sweden/RV-FOI-4/2020,EPI_ISL_428148,Sweden,,2020-03-18,12.0,B.1,0
Scotland/EDB156/2020,EPI_ISL_425921,UK,,2020-03-23,13.0,B.1,0
Scotland/EDB155/2020,EPI_ISL_425920,UK,,2020-03-23,13.0,B.1.1,0
Scotland/EDB151/2020,EPI_ISL_425919,UK,,2020-03-24,13.0,B.1.5,0
Scotland/EDB150/2020,EPI_ISL_425918,UK,,2020-03-24,13.0,B.1,0
Scotland/EDB149/2020,EPI_ISL_425917,UK,,2020-03-22,13.0,B.1.7,0
Scotland/EDB148/2020,EPI_ISL_425916,UK,,2020-03-23,13.0,B.1,0
Scotland/EDB146/2020,EPI_ISL_425915,UK,,2020-03-23,13.0,B.1.1,0
Scotland/EDB145/2020,EPI_ISL_425914,UK,,2020-03-23,13.0,B.1.1,0
Scotland/EDB144/2020,EPI_ISL_425913,UK,,2020-03-23,13.0,B.1.11,0
Scotland/EDB142/2020,EPI_ISL_425912,UK,,2020-03-23,13.0,B.1,0
Scotland/EDB132/2020,EPI_ISL_425911,UK,,2020-03-23,13.0,B.1,0
Scotland/EDB131/2020,EPI_ISL_425910,UK,,2020-03-23,13.0,B.2,0
USA/CA-CDPH-UC11/2020,EPI_ISL_413931,USA,,2020-03-05,10.0,A.1,0
USA/CA-CDPH-UC5/2020,EPI_ISL_413922,USA,,2020-03-05,10.0,A.1,0
USA/CA-CDPH-UC6/2020,EPI_ISL_413924,USA,,2020-03-05,10.0,A.1,0
USA/CA-CDPH-UC7/2020,EPI_ISL_413925,USA,,2020-03-05,10.0,A.1,0
USA/CA-CDPH-UC8/2020,EPI_ISL_413926,USA,,2020-03-05,10.0,A.1,0
Scotland/EDB130/2020,EPI_ISL_425909,UK,,2020-03-23,13.0,B.1.11,0
USA/CA-CDPH-UC9/2020,EPI_ISL_413928,USA,,2020-03-05,10.0,A.1,0
Scotland/EDB128/2020,EPI_ISL_425908,UK,,2020-03-23,13.0,B.1.7,0
Scotland/EDB125/2020,EPI_ISL_425907,UK,,2020-03-23,13.0,B.1,0
Scotland/EDB124/2020,EPI_ISL_425906,UK,,2020-03-18,12.0,B.1,0
Scotland/EDB122/2020,EPI_ISL_425905,UK,,2020-03-22,13.0,B.1,0
Scotland/EDB120/2020,EPI_ISL_425904,UK,,2020-03-22,13.0,B.1.1,0
Scotland/EDB119/2020,EPI_ISL_425903,UK,,2020-03-22,13.0,B.1.1,0
Scotland/EDB118/2020,EPI_ISL_425902,UK,,2020-03-23,13.0,B.1,0
Scotland/EDB114/2020,EPI_ISL_425901,UK,,2020-03-22,13.0,B.1.11,0
Scotland/EDB113/2020,EPI_ISL_425900,UK,,2020-03-22,13.0,B.1,0
Iceland/592/2020,EPI_ISL_424612,Iceland,,2020-03-27,13.0,B.3,0
Scotland/EDB212/2020,EPI_ISL_425943,UK,,2020-03-26,13.0,B.1,0
Scotland/EDB204/2020,EPI_ISL_425942,UK,,2020-03-26,13.0,B,0
Iceland/590/2020,EPI_ISL_424610,Iceland,,2020-03-26,13.0,B.1,0
Scotland/EDB202/2020,EPI_ISL_425941,UK,,2020-03-26,13.0,B,0
Scotland/EDB199/2020,EPI_ISL_425940,UK,,2020-03-26,13.0,B.2,0
Iceland/589/2020,EPI_ISL_424609,Iceland,,2020-03-29,14.0,B.1,0
Iceland/588/2020,EPI_ISL_424608,Iceland,,2020-03-29,14.0,B.1,0
Scotland/EDB198/2020,EPI_ISL_425939,UK,,2020-03-25,13.0,B.1.5,0
Scotland/EDB197/2020,EPI_ISL_425938,UK,,2020-03-25,13.0,B.1.5,0
Iceland/586/2020,EPI_ISL_424606,Iceland,,2020-03-28,13.0,B.2,0
Scotland/EDB194/2020,EPI_ISL_425937,UK,,2020-03-25,13.0,B.1,0
Iceland/585/2020,EPI_ISL_424605,Iceland,,2020-03-27,13.0,B.1.5.1,0
Scotland/EDB193/2020,EPI_ISL_425936,UK,,2020-03-24,13.0,B.1,0
Iceland/584/2020,EPI_ISL_424604,Iceland,,2020-03-27,13.0,B.1,0
Scotland/EDB192/2020,EPI_ISL_425935,UK,,2020-03-25,13.0,B.1,0
Iceland/583/2020,EPI_ISL_424603,Iceland,,2020-03-27,13.0,B.1.10,0
Scotland/EDB191/2020,EPI_ISL_425934,UK,,2020-03-25,13.0,B,0
Iceland/582/2020,EPI_ISL_424602,Iceland,,2020-03-27,13.0,B.1,0
Scotland/EDB189/2020,EPI_ISL_425933,UK,,2020-03-25,13.0,B.1.11,0
Iceland/581/2020,EPI_ISL_424601,Iceland,,2020-03-27,13.0,B.1.5.1,0
Scotland/EDB188/2020,EPI_ISL_425932,UK,,2020-03-25,13.0,B.1.1,0
Iceland/580/2020,EPI_ISL_424600,Iceland,UK,2020-03-27,13.0,B.1,0
Scotland/EDB186/2020,EPI_ISL_425931,UK,,2020-03-24,13.0,B.1,0
Scotland/EDB185/2020,EPI_ISL_425930,UK,,2020-03-25,13.0,B,0
Scotland/EDB183/2020,EPI_ISL_425929,UK,,2020-03-24,13.0,B.1,0
Scotland/EDB182/2020,EPI_ISL_425928,UK,,2020-03-24,13.0,B.2,0
Scotland/EDB181/2020,EPI_ISL_425927,UK,,2020-03-24,13.0,B.1,0
Scotland/EDB171/2020,EPI_ISL_425926,UK,,2020-03-24,13.0,B.1,0
Scotland/EDB168/2020,EPI_ISL_425925,UK,,2020-03-24,13.0,B.1,0
Scotland/EDB162/2020,EPI_ISL_425924,UK,,2020-03-24,13.0,B.1,0
Scotland/EDB161/2020,EPI_ISL_425923,UK,,2020-03-24,13.0,B.1,0
Scotland/EDB157/2020,EPI_ISL_425922,UK,,2020-03-23,13.0,B.2,0
England/20126007202/2020,EPI_ISL_418752,UK,,2020-03-16,12.0,B.2.1,0
NanChang/JX216/2020,EPI_ISL_417420,China,,2020-03-23,13.0,B,0
Italy/FVG-ICGEB_S8/2020,EPI_ISL_417421,Italy,,2020-03-01,10.0,B.1,0
England/20126007102/2020,EPI_ISL_418751,UK,,2020-03-18,12.0,B.1.11,0
England/20126007002/2020,EPI_ISL_418750,UK,,2020-03-18,12.0,B.1.11,0
Belgium/KA-03042/2020,EPI_ISL_417424,Belgium,,2020-03-04,10.0,B.1,0
England/20126012702/2020,EPI_ISL_418756,UK,,2020-03-17,12.0,B.1.13,0
Belgium/VBK-03061/2020,EPI_ISL_417425,Belgium,,2020-03-06,10.0,B.1,0
Belgium/DHWM-03041/2020,EPI_ISL_417422,Belgium,,2020-03-04,10.0,B.1,0
England/20126011202/2020,EPI_ISL_418754,UK,,2020-03-17,12.0,B.2.1,0
Italy/FVG-ICGEB_S9/2020,EPI_ISL_417423,Italy,,2020-03-01,10.0,B.1,0
England/20126008702/2020,EPI_ISL_418753,UK,,2020-03-19,12.0,B.1.11,0
Belgium/FR-03029/2020,EPI_ISL_417428,Belgium,,2020-03-02,10.0,B.1,0
Belgium/MMJ-03034/2020,EPI_ISL_417429,Belgium,,2020-03-03,10.0,B.1,0
England/20126026202/2020,EPI_ISL_418759,UK,,2020-03-18,12.0,B.1,0
Belgium/SQ-03043/2020,EPI_ISL_417426,Belgium,,2020-03-04,10.0,B.1,0
England/20126025902/2020,EPI_ISL_418758,UK,,2020-03-18,12.0,B.2.1,0
Belgium/VI-03027/2020,EPI_ISL_417427,Belgium,,2020-03-02,10.0,B.1,0
England/20126025202/2020,EPI_ISL_418757,UK,,2020-03-18,12.0,B.2.1,0
Italy/FVG-ICGEB_S5/2020,EPI_ISL_417419,Italy,,2020-03-01,10.0,B.1,0
England/20124101302/2020,EPI_ISL_418741,UK,,2020-03-18,12.0,B,0
Australia/NSW58/2020,EPI_ISL_417410,Australia,,2020-03-16,12.0,B.2.1,0
England/20124101202/2020,EPI_ISL_418740,UK,,2020-03-18,12.0,B.2.1,0
England/20126004502/2020,EPI_ISL_418745,UK,,2020-03-18,12.0,B.1,0
England/20126003902/2020,EPI_ISL_418744,UK,,2020-03-19,12.0,B.1,0
Australia/NSW61/2020,EPI_ISL_417411,Australia,,2020-03-17,12.0,B.1,0
England/20126003802/2020,EPI_ISL_418743,UK,,2020-03-17,12.0,B.2,0
Australia/NSW62/2020,EPI_ISL_417412,Australia,,2020-03-17,12.0,B.3,0
England/20126006802/2020,EPI_ISL_418749,UK,,2020-03-18,12.0,B.1.11,0
Italy/FVG-ICGEB_S1/2020,EPI_ISL_417418,Italy,,2020-03-01,10.0,B.1,0
England/20126006702/2020,EPI_ISL_418748,UK,,2020-03-18,12.0,B.1,0
England/20126006502/2020,EPI_ISL_418747,UK,,2020-03-19,12.0,B.2.1,0
England/20126006402/2020,EPI_ISL_418746,UK,,2020-03-18,12.0,B.1,0
Australia/NSW56/2020,EPI_ISL_417408,Australia,,2020-03-17,12.0,B.2.2,0
Australia/NSW57/2020,EPI_ISL_417409,Australia,,2020-03-16,12.0,B.2.1,0
England/20124101102/2020,EPI_ISL_418739,UK,,2020-03-18,12.0,B.2.1,0
England/20126096602/2020,EPI_ISL_418770,UK,,2020-03-18,12.0,B.1.1,0
USA/WA-NH5/2020,EPI_ISL_418774,USA,,2020-03-13,11.0,A.1,0
DRC/KN-0072/2020,EPI_ISL_417442,DRC,,2020-03-18,12.0,B.1,0
USA/WA-NH4/2020,EPI_ISL_418773,USA,,2020-03-13,11.0,A.1,0
Hong_Kong/XM-PII-S4/2020,EPI_ISL_417443,Hong_Kong,,2020-01-22,4.0,A,0
USA/WA-NH3/2020,EPI_ISL_418772,USA,,2020-03-13,11.0,A.1,0
DRC/KN-0060/2020,EPI_ISL_417440,DRC,,2020-03-17,12.0,B.1,0
USA/WA-NH2/2020,EPI_ISL_418771,USA,,2020-03-13,11.0,A.1,0
DRC/KN-0070/2020,EPI_ISL_417441,DRC,,2020-03-17,12.0,B.1,0
USA/WA-NH9/2020,EPI_ISL_418778,USA,,2020-03-13,11.0,A.1,0
Italy/UniMI03/2020,EPI_ISL_417447,Italy,,2020-02-24,9.0,B.1,0
USA/WA-NH8/2020,EPI_ISL_418777,USA,,2020-03-13,11.0,A.1,0
Pakistan/Gilgit1/2020,EPI_ISL_417444,Pakistan,Iran,2020-03-04,10.0,B.4,0
Italy/UniMI01/2020,EPI_ISL_417445,Italy,,2020-02-24,9.0,B.1,0
USA/WA-UW234/2020,EPI_ISL_417448,USA,,2020-03-14,11.0,A.1,0
USA/WA-NH10/2020,EPI_ISL_418779,USA,,2020-03-13,11.0,A.1,0
USA/WA-UW235/2020,EPI_ISL_417449,USA,,2020-03-14,11.0,A.1,0
Wuhan/WH01/2019,EPI_ISL_406798,China,,2019-12-26,0.0,B,0
England/20126034602/2020,EPI_ISL_418763,UK,,2020-03-17,12.0,B.2.1,0
Ireland/Cork2/2020,EPI_ISL_417432,Ireland,,2020-03-08,11.0,B,0
England/20126034302/2020,EPI_ISL_418762,UK,,2020-03-19,12.0,B.1,0
England/20126033202/2020,EPI_ISL_418761,UK,,2020-03-18,12.0,B.1.5,0
Belgium/RT-03035/2020,EPI_ISL_417430,Belgium,,2020-03-03,10.0,B.1,0
England/20126032802/2020,EPI_ISL_418760,UK,,2020-03-19,12.0,B.2.1,0
England/20126045602/2020,EPI_ISL_418767,UK,,2020-03-18,12.0,B.3,0
England/20126036102/2020,EPI_ISL_418766,UK,,2020-03-18,12.0,B.2.1,0
England/20126036002/2020,EPI_ISL_418765,UK,,2020-03-18,12.0,B.2.1,0
England/20126035502/2020,EPI_ISL_418764,UK,,2020-03-18,12.0,B.2.1,0
DRC/KN-0038/2020,EPI_ISL_417434,DRC,,2020-03-14,11.0,B.1,0
England/20126096502/2020,EPI_ISL_418769,UK,,2020-03-18,12.0,B.1,0
DRC/KN-0054/2020,EPI_ISL_417437,DRC,,2020-03-17,12.0,B.1,0
England/20126046602/2020,EPI_ISL_418768,UK,,2020-03-18,12.0,B.2.1,0
DRC/KN-0058/2020,EPI_ISL_417438,DRC,,2020-03-17,12.0,B.1,0
Germany/NRW-15/2020,EPI_ISL_417460,Germany,,2020-03-11,11.0,B.1,0
Belgium/GL-030546/2020,EPI_ISL_418792,Belgium,,2020-03-05,10.0,B.1,0
Germany/NRW-16/2020,EPI_ISL_417461,Germany,,2020-03-11,11.0,B.3,0
Germany/NRW-19/2020,EPI_ISL_417464,Germany,,2020-03-14,11.0,B.1,0
Belgium/VDLH-030548/2020,EPI_ISL_418796,Belgium,,2020-03-05,10.0,B.1,0
Germany/NRW-20/2020,EPI_ISL_417465,Germany,,2020-03-14,11.0,B.1,0
Belgium/NKR-030645/2020,EPI_ISL_418795,Belgium,,2020-03-06,10.0,B.1,0
Germany/NRW-17/2020,EPI_ISL_417462,Germany,,2020-03-11,11.0,B.3,0
Belgium/VHRA-030644/2020,EPI_ISL_418794,Belgium,,2020-03-06,10.0,B.1,0
Germany/NRW-18/2020,EPI_ISL_417463,Germany,,2020-03-13,11.0,B.1,0
Belgium/SS-031047/2020,EPI_ISL_418793,Belgium,,2020-03-10,11.0,B.1,0
Germany/NRW-23/2020,EPI_ISL_417468,Germany,,2020-03-16,12.0,B.1,0
USA/MN31-MDH31/2020,EPI_ISL_417469,USA,,2020-03-12,11.0,B.1,0
Australia/QLDID922/2020,EPI_ISL_418799,Australia,,2020-02-28,9.0,B,0
Germany/NRW-21/2020,EPI_ISL_417466,Germany,,2020-03-14,11.0,B.1,0
Belgium/GS-030549/2020,EPI_ISL_418798,Belgium,,2020-03-05,10.0,B.1.12,0
Germany/NRW-22/2020,EPI_ISL_417467,Germany,,2020-03-15,12.0,B.1,0
Belgium/VDLH-030548/2020,EPI_ISL_418797,Belgium,,2020-03-05,10.0,B.1,0
USA/WA-NH12/2020,EPI_ISL_418781,USA,,2020-03-13,11.0,A.1,0
USA/WA-UW236/2020,EPI_ISL_417450,USA,,2020-03-14,11.0,A.1,0
USA/WA-NH18/2020,EPI_ISL_418785,USA,,2020-03-13,11.0,A.1,0
USA/WA-UW239/2020,EPI_ISL_417453,USA,,2020-03-14,11.0,A.1,0
USA/WA-NH17/2020,EPI_ISL_418784,USA,,2020-03-13,11.0,A.1,0
USA/WA-UW240/2020,EPI_ISL_417454,USA,,2020-03-14,11.0,B.1.21,0
USA/WA-UW237/2020,EPI_ISL_417451,USA,,2020-03-14,11.0,B.1.21,0
USA/WA-NH13/2020,EPI_ISL_418782,USA,,2020-03-13,11.0,A.1,0
USA/CT-UW238/2020,EPI_ISL_417452,USA,,2020-03-12,11.0,B.1,0
Germany/NRW-12/2020,EPI_ISL_417457,Germany,,2020-03-10,11.0,B.1,0
Germany/NRW-13/2020,EPI_ISL_417458,Germany,,2020-03-11,11.0,B.1,0
USA/WA-UW241/2020,EPI_ISL_417455,USA,,2020-03-14,11.0,B.1.21,0
USA/WA-UW242/2020,EPI_ISL_417456,USA,,2020-03-13,11.0,A.1,0
Germany/NRW-14/2020,EPI_ISL_417459,Germany,,2020-03-11,11.0,B.3,0
Ecuador/HEE-01/2020,EPI_ISL_417482,Ecuador,Netherlands,2020-03-09,11.0,B,0
Norway/1379/2020,EPI_ISL_417483,Norway,,2020-02-27,9.0,B.2,0
USA/MN44-MDH44/2020,EPI_ISL_417480,USA,,2020-03-12,11.0,A.1,0
Iceland/LUH-01/2020,EPI_ISL_417481,Iceland,Netherlands,2020-03-13,11.0,B.1,0
Norway/1538/2020,EPI_ISL_417486,Norway,,2020-03-01,10.0,B,0
Norway/1539/2020,EPI_ISL_417487,Norway,,2020-03-01,10.0,B,0
Norway/1380/2020,EPI_ISL_417484,Norway,,2020-02-26,9.0,B.4,0
Denmark/SSI-04/2020,EPI_ISL_416153,Denmark,,2020-03-02,10.0,B.1,0
Norway/1526/2020,EPI_ISL_417485,Norway,,2020-03-02,10.0,B.1,0
Norway/1493/2020,EPI_ISL_417488,Norway,,2020-02-29,9.0,B,0
Norway/1494/2020,EPI_ISL_417489,Norway,,2020-02-29,9.0,B,0
Denmark/SSI-05/2020,EPI_ISL_416140,Denmark,,2020-03-02,10.0,B.1.1,0
USA/MN34-MDH34/2020,EPI_ISL_417471,USA,,2020-03-12,11.0,B.1,0
Denmark/SSI-09/2020,EPI_ISL_416141,Denmark,,2020-03-03,10.0,B.1,0
USA/MN35-MDH35/2020,EPI_ISL_417472,USA,,2020-03-12,11.0,B.1,0
USA/MN32-MDH32/2020,EPI_ISL_417470,USA,,2020-03-12,11.0,B.1,0
USA/MN39-MDH39/2020,EPI_ISL_417475,USA,,2020-03-12,11.0,B.2.1,0
Denmark/SSI-03/2020,EPI_ISL_416144,Denmark,,2020-03-01,10.0,B.1,0
USA/MN40-MDH40/2020,EPI_ISL_417476,USA,,2020-03-12,11.0,B.1.3,0
USA/MN36-MDH36/2020,EPI_ISL_417473,USA,,2020-03-13,11.0,B.1,0
Denmark/SSI-01/2020,EPI_ISL_416142,Denmark,,2020-02-26,9.0,B.1,0
USA/MN38-MDH38/2020,EPI_ISL_417474,USA,,2020-03-12,11.0,B.1.26,0
Denmark/SSI-02/2020,EPI_ISL_416143,Denmark,,2020-02-28,9.0,B.1,0
USA/MN43-MDH43/2020,EPI_ISL_417479,USA,,2020-03-12,11.0,B.1,0
USA/MN41-MDH41/2020,EPI_ISL_417477,USA,,2020-03-12,11.0,A.1,0
USA/MN42-MDH42/2020,EPI_ISL_417478,USA,,2020-03-13,11.0,B.2.2,0
England/20138007104/2020,EPI_ISL_423269,UK,,2020-03-27,13.0,B.2.1,0
England/20136100204/2020,EPI_ISL_423267,UK,,2020-03-26,13.0,B.1,0
Iceland/579/2020,EPI_ISL_424599,Iceland,,2020-03-27,13.0,B.2,0
Iceland/578/2020,EPI_ISL_424598,Iceland,UK,2020-03-27,13.0,B.1,0
England/201360318/2020,EPI_ISL_423265,UK,,2020-03-25,13.0,B.1.13,0
Iceland/577/2020,EPI_ISL_424597,Iceland,,2020-03-27,13.0,B.1,0
England/201360538/2020,EPI_ISL_423266,UK,,2020-03-25,13.0,B.2.1,0
Iceland/576/2020,EPI_ISL_424596,Iceland,,2020-03-28,13.0,B.2,0
England/201360281/2020,EPI_ISL_423263,UK,,2020-03-26,13.0,B.1,0
Iceland/575/2020,EPI_ISL_424595,Iceland,,2020-03-28,13.0,B.1.14,0
England/201360317/2020,EPI_ISL_423264,UK,,2020-03-25,13.0,B.1.13,0
England/201360276/2020,EPI_ISL_423261,UK,,2020-03-25,13.0,B.1.13,0
Iceland/573/2020,EPI_ISL_424593,Iceland,,2020-03-28,13.0,B.1.5.1,0
England/201360277/2020,EPI_ISL_423262,UK,,2020-03-25,13.0,B.1.13,0
Iceland/572/2020,EPI_ISL_424592,Iceland,,2020-03-28,13.0,B.2,0
Iceland/571/2020,EPI_ISL_424591,Iceland,,2020-03-28,13.0,B.1,0
England/201360275/2020,EPI_ISL_423260,UK,,2020-03-25,13.0,B.1.13,0
Iceland/570/2020,EPI_ISL_424590,Iceland,,2020-03-28,13.0,B.1,0
England/201360249/2020,EPI_ISL_423258,UK,,2020-03-23,13.0,B.2,0
England/201360251/2020,EPI_ISL_423259,UK,,2020-03-24,13.0,B.2.4,0
Iceland/569/2020,EPI_ISL_424589,Iceland,,2020-03-28,13.0,B.1.5.1,0
England/201360236/2020,EPI_ISL_423256,UK,,2020-03-25,13.0,B.1.13,0
Iceland/568/2020,EPI_ISL_424588,Iceland,,2020-03-28,13.0,B.1.5.1,0
England/201360224/2020,EPI_ISL_423254,UK,,2020-03-25,13.0,B.1,0
Iceland/566/2020,EPI_ISL_424586,Iceland,,2020-03-27,13.0,B.1.5.1,0
England/201360229/2020,EPI_ISL_423255,UK,,2020-03-25,13.0,B.2.1,0
Iceland/565/2020,EPI_ISL_424585,Iceland,UK,2020-03-28,13.0,B.1,0
England/201360222/2020,EPI_ISL_423252,UK,,2020-03-25,13.0,B.2.1,0
Iceland/564/2020,EPI_ISL_424584,Iceland,,2020-03-28,13.0,B.1.5.1,0
England/201360223/2020,EPI_ISL_423253,UK,,2020-03-25,13.0,B.2.1,0
England/201360220/2020,EPI_ISL_423250,UK,,2020-03-25,13.0,B.2.1,0
Iceland/562/2020,EPI_ISL_424582,Iceland,,2020-03-27,13.0,B.1.5.1,0
England/201360221/2020,EPI_ISL_423251,UK,,2020-03-25,13.0,B.2.1,0
Iceland/561/2020,EPI_ISL_424581,Iceland,,2020-03-28,13.0,B.8,0
Iceland/560/2020,EPI_ISL_424580,Iceland,,2020-03-27,13.0,B.1.14,0
England/20138018204/2020,EPI_ISL_423289,UK,,2020-03-27,13.0,B.2.1,0
England/20138017304/2020,EPI_ISL_423287,UK,,2020-03-26,13.0,B.1,0
England/20138017804/2020,EPI_ISL_423288,UK,,2020-03-26,13.0,B.1.5,0
England/20138017004/2020,EPI_ISL_423285,UK,,2020-03-26,13.0,B.1,0
England/20138016804/2020,EPI_ISL_423283,UK,,2020-03-26,13.0,B.1.11,0
England/20138016904/2020,EPI_ISL_423284,UK,,2020-03-26,13.0,B.1,0
England/20138016104/2020,EPI_ISL_423281,UK,,2020-03-25,13.0,B.1,0
England/20138016404/2020,EPI_ISL_423282,UK,,2020-03-26,13.0,B.2.1,0
England/20138015704/2020,EPI_ISL_423280,UK,,2020-03-26,13.0,B.1,0
England/20138015604/2020,EPI_ISL_423279,UK,,2020-03-26,13.0,B.1,0
England/20138010804/2020,EPI_ISL_423276,UK,,2020-03-26,13.0,B.1.13,0
England/20138010904/2020,EPI_ISL_423277,UK,,2020-03-06,10.0,B.1,0
England/20138008904/2020,EPI_ISL_423274,UK,,2020-03-20,12.0,B.2.1,0
England/20138009704/2020,EPI_ISL_423275,UK,,2020-03-22,13.0,B.1,0
England/20138008004/2020,EPI_ISL_423272,UK,,2020-03-26,13.0,B.2,0
England/20138008804/2020,EPI_ISL_423273,UK,,2020-03-21,12.0,B.2.4,0
England/20138007404/2020,EPI_ISL_423270,UK,,2020-03-26,13.0,B.1,0
England/20138007704/2020,EPI_ISL_423271,UK,,2020-03-27,13.0,B.1,0
England/20124034902/2020,EPI_ISL_418712,UK,,2020-03-16,12.0,B.2.1,0
England/20124034702/2020,EPI_ISL_418711,UK,,2020-03-16,12.0,B.2.1,0
England/20124034102/2020,EPI_ISL_418710,UK,,2020-03-16,12.0,B.2,0
England/20124036002/2020,EPI_ISL_418716,UK,,2020-03-17,12.0,B.2.1,0
England/20124035802/2020,EPI_ISL_418715,UK,,2020-03-17,12.0,B.2.1,0
England/20124035702/2020,EPI_ISL_418714,UK,,2020-03-17,12.0,B.2.1,0
England/20124035502/2020,EPI_ISL_418713,UK,,2020-03-17,12.0,B.2.1,0
England/20124034002/2020,EPI_ISL_418709,UK,,2020-03-16,12.0,B.2,0
England/20124030802/2020,EPI_ISL_418708,UK,,2020-03-17,12.0,B.1,0
England/20124030003/2020,EPI_ISL_418707,UK,,2020-03-17,12.0,B.2.5,0
England/20124029802/2020,EPI_ISL_418706,UK,,2020-03-17,12.0,B.2.1,0
Wuhan/WHU01/2020,EPI_ISL_406716,China,,2020-01-02,1.0,B,0
England/20138020504/2020,EPI_ISL_423298,UK,,2020-03-25,13.0,B.2.1,0
Wuhan/WHU02/2020,EPI_ISL_406717,China,,2020-01-02,1.0,B,0
England/20138020604/2020,EPI_ISL_423299,UK,,2020-03-25,13.0,B.2.1,0
England/20138019704/2020,EPI_ISL_423296,UK,,2020-03-26,13.0,B.1.13,0
England/20138020004/2020,EPI_ISL_423297,UK,,2020-03-26,13.0,B.1,0
England/20124020402/2020,EPI_ISL_418701,UK,,2020-03-17,12.0,B.1.13,0
England/20138019504/2020,EPI_ISL_423294,UK,,2020-03-26,13.0,B.2.1,0
England/20124013202/2020,EPI_ISL_418700,UK,,2020-03-17,12.0,B.8,0
England/20138019604/2020,EPI_ISL_423295,UK,,2020-03-26,13.0,B.2.1,0
England/20138019104/2020,EPI_ISL_423292,UK,,2020-03-26,13.0,B.1,0
England/20138019404/2020,EPI_ISL_423293,UK,,2020-03-26,13.0,B.2.1,0
England/20124022802/2020,EPI_ISL_418705,UK,,2020-03-17,12.0,B.2.1,0
England/20138018504/2020,EPI_ISL_423290,UK,,2020-03-26,13.0,B.1,0
England/20124021402/2020,EPI_ISL_418704,UK,,2020-03-17,12.0,B.1,0
England/20138018804/2020,EPI_ISL_423291,UK,,2020-03-26,13.0,B.1,0
England/20124021002/2020,EPI_ISL_418703,UK,,2020-03-17,12.0,B.3,0
England/20124020802/2020,EPI_ISL_418702,UK,,2020-03-16,12.0,B.1.7,0
England/20124095702/2020,EPI_ISL_418730,UK,,2020-03-18,12.0,B.2,0
Australia/NSW47/2020,EPI_ISL_417402,Australia,,2020-03-13,11.0,B.1.5,0
England/20124097102/2020,EPI_ISL_418734,UK,,2020-03-13,11.0,B.2.5,0
Australia/NSW48/2020,EPI_ISL_417403,Australia,,2020-03-14,11.0,B.6,0
England/20124096802/2020,EPI_ISL_418733,UK,,2020-03-18,12.0,B.1,0
Australia/NSW44/2020,EPI_ISL_417400,Australia,,2020-03-10,11.0,B.6,0
England/20124096402/2020,EPI_ISL_418732,UK,,2020-03-13,11.0,B.2.5,0
Australia/NSW45/2020,EPI_ISL_417401,Australia,,2020-03-13,11.0,B.6,0
England/20124095802/2020,EPI_ISL_418731,UK,,2020-03-13,11.0,B.2,0
Australia/NSW53/2020,EPI_ISL_417406,Australia,,2020-03-11,11.0,B.4,0
Australia/NSW54/2020,EPI_ISL_417407,Australia,,2020-03-14,11.0,B.1,0
